;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu,TDV/Btu
51903,7.3702,1.8212,4.3020,7.2774,1.8212,4.3020,7.3375,1.8212,4.3020,7.2963,1.8212,4.3020,7.3457,1.8212,4.3020,7.1107,1.8225,4.3020,7.2472,1.8181,4.3020,7.0228,1.8225,4.3020,6.9949,1.8225,4.3020,6.9932,1.8225,4.3020,7.2858,1.8212,4.3020,7.2936,1.8212,4.3020,7.3323,1.8212,4.3020,7.0520,1.8225,4.3020,7.0715,1.8225,4.3020,7.3786,1.8225,4.3020
51904,7.3701,1.8212,4.3020,7.2773,1.8212,4.3020,7.3374,1.8212,4.3020,7.2962,1.8212,4.3020,7.3456,1.8212,4.3020,7.0933,1.8225,4.3020,7.2298,1.8181,4.3020,7.0055,1.8225,4.3020,6.9775,1.8225,4.3020,6.9758,1.8225,4.3020,7.2858,1.8212,4.3020,7.2935,1.8212,4.3020,7.3322,1.8212,4.3020,7.0346,1.8225,4.3020,7.0541,1.8225,4.3020,7.3612,1.8225,4.3020
51905,7.3701,1.8212,4.3020,7.2774,1.8212,4.3020,7.3375,1.8212,4.3020,7.2962,1.8212,4.3020,7.3457,1.8212,4.3020,7.1159,1.8225,4.3020,7.2524,1.8181,4.3020,7.0280,1.8225,4.3020,7.0001,1.8225,4.3020,6.9984,1.8225,4.3020,7.2858,1.8212,4.3020,7.2935,1.8212,4.3020,7.3323,1.8212,4.3020,7.0572,1.8225,4.3020,7.0767,1.8225,4.3020,7.3838,1.8225,4.3020
51906,7.3704,1.8212,4.3020,7.2776,1.8212,4.3020,7.3377,1.8212,4.3020,7.2965,1.8212,4.3020,7.3459,1.8212,4.3020,7.1319,1.8225,4.3020,7.2684,1.8181,4.3020,7.0441,1.8225,4.3020,7.0161,1.8225,4.3020,7.0144,1.8225,4.3020,7.2861,1.8212,4.3020,7.2938,1.8212,4.3020,7.3325,1.8212,4.3020,7.0733,1.8225,4.3020,7.0927,1.8225,4.3020,7.3999,1.8225,4.3020
51907,7.3704,1.8212,4.3020,7.2777,1.8212,4.3020,7.3378,1.8212,4.3020,7.2965,1.8212,4.3020,7.3460,1.8212,4.3020,7.1204,1.8225,4.3020,7.2570,1.8181,4.3020,7.0326,1.8225,4.3020,7.0047,1.8225,4.3020,7.0030,1.8225,4.3020,7.2861,1.8212,4.3020,7.2938,1.8212,4.3020,7.3326,1.8212,4.3020,7.0618,1.8225,4.3020,7.0813,1.8225,4.3020,7.3884,1.8225,4.3020
51908,7.4236,1.8212,4.3020,7.3309,1.8212,4.3020,7.3910,1.8212,4.3020,7.3497,1.8212,4.3020,7.3992,1.8212,4.3020,7.0649,1.8225,4.3020,7.2047,1.8181,4.3020,6.9770,1.8225,4.3020,6.9491,1.8225,4.3020,6.9474,1.8225,4.3020,7.3393,1.8212,4.3020,7.3470,1.8212,4.3020,7.3858,1.8212,4.3020,7.0062,1.8225,4.3020,7.0257,1.8225,4.3020,7.3328,1.8225,4.3020
51909,7.4240,1.8212,4.3020,7.3313,1.8212,4.3020,7.3914,1.8212,4.3020,7.3501,1.8212,4.3020,7.3996,1.8212,4.3020,6.7724,1.8225,4.3020,6.9125,1.8181,4.3020,6.6846,1.8225,4.3020,6.6566,1.8225,4.3020,6.6549,1.8225,4.3020,7.3397,1.8212,4.3020,7.3474,1.8212,4.3020,7.3862,1.8212,4.3020,6.7137,1.8225,4.3020,6.7332,1.8225,4.3020,7.0403,1.8225,4.3020
51910,7.4249,1.8212,4.3020,7.3321,1.8212,4.3020,7.3922,1.8212,4.3020,7.3510,1.8212,4.3020,7.4004,1.8212,4.3020,6.6403,1.8225,4.3020,6.7806,1.8181,4.3020,6.5525,1.8225,4.3020,6.5246,1.8225,4.3020,6.5229,1.8225,4.3020,7.3406,1.8212,4.3020,7.3483,1.8212,4.3020,7.3870,1.8212,4.3020,6.5817,1.8225,4.3020,6.6012,1.8225,4.3020,6.9083,1.8225,4.3020
51911,7.4259,1.8212,4.3020,7.3332,1.8212,4.3020,7.3933,1.8212,4.3020,7.3520,1.8212,4.3020,7.4015,1.8212,4.3020,6.6443,1.8225,4.3020,6.7846,1.8181,4.3020,6.5565,1.8225,4.3020,6.5286,1.8225,4.3020,6.5269,1.8225,4.3020,7.3416,1.8212,4.3020,7.3494,1.8212,4.3020,7.3881,1.8212,4.3020,6.5857,1.8225,4.3020,6.6052,1.8225,4.3020,6.9123,1.8225,4.3020
51912,7.4250,1.8212,4.3020,7.3323,1.8212,4.3020,7.3924,1.8212,4.3020,7.3511,1.8212,4.3020,7.4006,1.8212,4.3020,6.8049,1.8225,4.3020,6.9450,1.8181,4.3020,6.7171,1.8225,4.3020,6.6892,1.8225,4.3020,6.6875,1.8225,4.3020,7.3407,1.8212,4.3020,7.3484,1.8212,4.3020,7.3872,1.8212,4.3020,6.7463,1.8225,4.3020,6.7657,1.8225,4.3020,7.0729,1.8225,4.3020
51913,7.4249,1.8212,4.3020,7.3322,1.8212,4.3020,7.3923,1.8212,4.3020,7.3510,1.8212,4.3020,7.4005,1.8212,4.3020,6.8210,1.8225,4.3020,6.9611,1.8181,4.3020,6.7332,1.8225,4.3020,6.7052,1.8225,4.3020,6.7036,1.8225,4.3020,7.3406,1.8212,4.3020,7.3484,1.8212,4.3020,7.3871,1.8212,4.3020,6.7624,1.8225,4.3020,6.7818,1.8225,4.3020,7.0890,1.8225,4.3020
51914,7.4125,1.8212,4.3020,7.3198,1.8212,4.3020,7.3799,1.8212,4.3020,7.3386,1.8212,4.3020,7.3880,1.8212,4.3020,6.9565,1.8225,4.3020,7.0984,1.8181,4.3020,6.8687,1.8225,4.3020,6.8407,1.8225,4.3020,6.8391,1.8225,4.3020,7.3282,1.8212,4.3020,7.3359,1.8212,4.3020,7.3747,1.8212,4.3020,6.8979,1.8225,4.3020,6.9173,1.8225,4.3020,7.2245,1.8225,4.3020
51915,7.4132,1.8212,4.3020,7.3205,1.8212,4.3020,7.3806,1.8212,4.3020,7.3393,1.8212,4.3020,7.3888,1.8212,4.3020,7.0353,1.8225,4.3020,7.1772,1.8181,4.3020,6.9475,1.8225,4.3020,6.9196,1.8225,4.3020,6.9179,1.8225,4.3020,7.3289,1.8212,4.3020,7.3367,1.8212,4.3020,7.3754,1.8212,4.3020,6.9767,1.8225,4.3020,6.9962,1.8225,4.3020,7.3033,1.8225,4.3020
51916,7.4134,1.8212,4.3020,7.3207,1.8212,4.3020,7.3808,1.8212,4.3020,7.3395,1.8212,4.3020,7.3890,1.8212,4.3020,7.1089,1.8225,4.3020,7.2507,1.8181,4.3020,7.0210,1.8225,4.3020,6.9931,1.8225,4.3020,6.9914,1.8225,4.3020,7.3291,1.8212,4.3020,7.3368,1.8212,4.3020,7.3756,1.8212,4.3020,7.0502,1.8225,4.3020,7.0697,1.8225,4.3020,7.3768,1.8225,4.3020
51917,7.4132,1.8212,4.3020,7.3205,1.8212,4.3020,7.3806,1.8212,4.3020,7.3393,1.8212,4.3020,7.3888,1.8212,4.3020,7.1508,1.8225,4.3020,7.2927,1.8181,4.3020,7.0630,1.8225,4.3020,7.0350,1.8225,4.3020,7.0333,1.8225,4.3020,7.3289,1.8212,4.3020,7.3366,1.8212,4.3020,7.3754,1.8212,4.3020,7.0921,1.8225,4.3020,7.1116,1.8225,4.3020,7.4187,1.8225,4.3020
51918,7.4165,1.8212,4.3020,7.3237,1.8212,4.3020,7.3838,1.8212,4.3020,7.3426,1.8212,4.3020,7.3920,1.8212,4.3020,7.2577,1.8225,4.3020,7.3996,1.8181,4.3020,7.1699,1.8225,4.3020,7.1420,1.8225,4.3020,7.1403,1.8225,4.3020,7.3322,1.8212,4.3020,7.3399,1.8212,4.3020,7.3786,1.8212,4.3020,7.1991,1.8225,4.3020,7.2186,1.8225,4.3020,7.5257,1.8225,4.3020
51919,8.0163,1.8212,4.3020,7.9236,1.8212,4.3020,18.2258,1.8212,4.3020,7.9424,1.8212,4.3020,7.9919,1.8212,4.3020,7.9265,1.8225,4.3020,8.0683,1.8181,4.3020,7.8386,1.8225,4.3020,7.8107,1.8225,4.3020,7.8090,1.8225,4.3020,7.9320,1.8212,4.3020,7.9397,1.8212,4.3020,7.9785,1.8212,4.3020,7.8678,1.8225,4.3020,7.8873,1.8225,4.3020,8.1944,1.8225,4.3020
51920,8.1872,1.8212,4.3020,8.0944,1.8212,4.3020,16.6951,1.8212,4.3020,8.1133,1.8212,4.3020,8.1627,1.8212,4.3020,8.5840,1.8225,4.3020,8.7227,1.8181,4.3020,8.4962,1.8225,4.3020,8.4683,1.8225,4.3020,8.4666,1.8225,4.3020,8.1028,1.8212,4.3020,8.1106,1.8212,4.3020,8.1493,1.8212,4.3020,8.5254,1.8225,4.3020,8.5449,1.8225,4.3020,8.8520,1.8225,4.3020
51921,8.1937,1.8212,4.3020,8.1010,1.8212,4.3020,11.6035,1.8212,4.3020,8.1198,1.8212,4.3020,8.1693,1.8212,4.3020,8.7805,1.8225,4.3020,8.9190,1.8181,4.3020,8.6927,1.8225,4.3020,8.6647,1.8225,4.3020,8.6630,1.8225,4.3020,8.1094,1.8212,4.3020,8.1171,1.8212,4.3020,8.1559,1.8212,4.3020,8.7218,1.8225,4.3020,8.7413,1.8225,4.3020,9.0484,1.8225,4.3020
51922,7.3751,1.8212,4.3020,7.2823,1.8212,4.3020,7.3424,1.8212,4.3020,7.3012,1.8212,4.3020,7.3506,1.8212,4.3020,7.9607,1.8225,4.3020,8.0955,1.8181,4.3020,7.8729,1.8225,4.3020,7.8449,1.8225,4.3020,7.8432,1.8225,4.3020,7.2907,1.8212,4.3020,7.2985,1.8212,4.3020,7.3372,1.8212,4.3020,7.9020,1.8225,4.3020,7.9215,1.8225,4.3020,8.2286,1.8225,4.3020
51923,7.3719,1.8212,4.3020,7.2791,1.8212,4.3020,7.3392,1.8212,4.3020,7.2980,1.8212,4.3020,7.3474,1.8212,4.3020,7.3330,1.8225,4.3020,7.4691,1.8181,4.3020,7.2452,1.8225,4.3020,7.2172,1.8225,4.3020,7.2155,1.8225,4.3020,7.2876,1.8212,4.3020,7.2953,1.8212,4.3020,7.3340,1.8212,4.3020,7.2743,1.8225,4.3020,7.2938,1.8225,4.3020,7.6009,1.8225,4.3020
51924,7.3711,1.8212,4.3020,7.2784,1.8212,4.3020,7.3385,1.8212,4.3020,7.2972,1.8212,4.3020,7.3467,1.8212,4.3020,7.1444,1.8225,4.3020,7.2808,1.8181,4.3020,7.0566,1.8225,4.3020,7.0286,1.8225,4.3020,7.0269,1.8225,4.3020,7.2868,1.8212,4.3020,7.2945,1.8212,4.3020,7.3333,1.8212,4.3020,7.0857,1.8225,4.3020,7.1052,1.8225,4.3020,7.4123,1.8225,4.3020
52001,7.2793,1.8212,4.3020,7.1865,1.8212,4.3020,7.2466,1.8212,4.3020,7.2054,1.8212,4.3020,7.2548,1.8212,4.3020,7.0387,1.8225,4.3020,7.1754,1.8181,4.3020,6.9509,1.8225,4.3020,6.9229,1.8225,4.3020,6.9212,1.8225,4.3020,7.1950,1.8212,4.3020,7.2027,1.8212,4.3020,7.2415,1.8212,4.3020,6.9800,1.8225,4.3020,6.9995,1.8225,4.3020,7.3066,1.8225,4.3020
52002,7.2791,1.8212,4.3020,7.1863,1.8212,4.3020,7.2464,1.8212,4.3020,7.2052,1.8212,4.3020,7.2546,1.8212,4.3020,7.0360,1.8225,4.3020,7.1727,1.8181,4.3020,6.9481,1.8225,4.3020,6.9202,1.8225,4.3020,6.9185,1.8225,4.3020,7.1947,1.8212,4.3020,7.2025,1.8212,4.3020,7.2412,1.8212,4.3020,6.9773,1.8225,4.3020,6.9968,1.8225,4.3020,7.3039,1.8225,4.3020
52003,7.2789,1.8212,4.3020,7.1862,1.8212,4.3020,7.2463,1.8212,4.3020,7.2050,1.8212,4.3020,7.2545,1.8212,4.3020,7.0249,1.8225,4.3020,7.1617,1.8181,4.3020,6.9371,1.8225,4.3020,6.9092,1.8225,4.3020,6.9075,1.8225,4.3020,7.1946,1.8212,4.3020,7.2024,1.8212,4.3020,7.2411,1.8212,4.3020,6.9663,1.8225,4.3020,6.9858,1.8225,4.3020,7.2929,1.8225,4.3020
52004,7.2786,1.8212,4.3020,7.1859,1.8212,4.3020,7.2460,1.8212,4.3020,7.2047,1.8212,4.3020,7.2542,1.8212,4.3020,7.0221,1.8225,4.3020,7.1588,1.8181,4.3020,6.9343,1.8225,4.3020,6.9064,1.8225,4.3020,6.9047,1.8225,4.3020,7.1943,1.8212,4.3020,7.2020,1.8212,4.3020,7.2408,1.8212,4.3020,6.9635,1.8225,4.3020,6.9829,1.8225,4.3020,7.2901,1.8225,4.3020
52005,7.2787,1.8212,4.3020,7.1860,1.8212,4.3020,7.2461,1.8212,4.3020,7.2048,1.8212,4.3020,7.2542,1.8212,4.3020,7.0267,1.8225,4.3020,7.1634,1.8181,4.3020,6.9389,1.8225,4.3020,6.9109,1.8225,4.3020,6.9092,1.8225,4.3020,7.1944,1.8212,4.3020,7.2021,1.8212,4.3020,7.2409,1.8212,4.3020,6.9680,1.8225,4.3020,6.9875,1.8225,4.3020,7.2946,1.8225,4.3020
52006,7.2791,1.8212,4.3020,7.1863,1.8212,4.3020,7.2464,1.8212,4.3020,7.2052,1.8212,4.3020,7.2546,1.8212,4.3020,7.0386,1.8225,4.3020,7.1753,1.8181,4.3020,6.9508,1.8225,4.3020,6.9229,1.8225,4.3020,6.9212,1.8225,4.3020,7.1948,1.8212,4.3020,7.2025,1.8212,4.3020,7.2412,1.8212,4.3020,6.9800,1.8225,4.3020,6.9995,1.8225,4.3020,7.3066,1.8225,4.3020
52007,7.2789,1.8212,4.3020,7.1862,1.8212,4.3020,7.2463,1.8212,4.3020,7.2050,1.8212,4.3020,7.2545,1.8212,4.3020,7.0342,1.8225,4.3020,7.1709,1.8181,4.3020,6.9464,1.8225,4.3020,6.9184,1.8225,4.3020,6.9167,1.8225,4.3020,7.1946,1.8212,4.3020,7.2023,1.8212,4.3020,7.2411,1.8212,4.3020,6.9756,1.8225,4.3020,6.9950,1.8225,4.3020,7.3022,1.8225,4.3020
52008,7.3305,1.8212,4.3020,7.2377,1.8212,4.3020,7.2978,1.8212,4.3020,7.2566,1.8212,4.3020,7.3060,1.8212,4.3020,6.9755,1.8225,4.3020,7.1155,1.8181,4.3020,6.8877,1.8225,4.3020,6.8598,1.8225,4.3020,6.8581,1.8225,4.3020,7.2462,1.8212,4.3020,7.2539,1.8212,4.3020,7.2926,1.8212,4.3020,6.9169,1.8225,4.3020,6.9363,1.8225,4.3020,7.2435,1.8225,4.3020
52009,7.3319,1.8212,4.3020,7.2391,1.8212,4.3020,7.2992,1.8212,4.3020,7.2580,1.8212,4.3020,7.3074,1.8212,4.3020,6.9295,1.8225,4.3020,7.0695,1.8181,4.3020,6.8417,1.8225,4.3020,6.8137,1.8225,4.3020,6.8121,1.8225,4.3020,7.2475,1.8212,4.3020,7.2553,1.8212,4.3020,7.2940,1.8212,4.3020,6.8709,1.8225,4.3020,6.8903,1.8225,4.3020,7.1975,1.8225,4.3020
52010,7.3267,1.8212,4.3020,7.2340,1.8212,4.3020,7.2941,1.8212,4.3020,7.2528,1.8212,4.3020,7.3023,1.8212,4.3020,6.7228,1.8225,4.3020,6.8630,1.8181,4.3020,6.6350,1.8225,4.3020,6.6070,1.8225,4.3020,6.6053,1.8225,4.3020,7.2424,1.8212,4.3020,7.2501,1.8212,4.3020,7.2889,1.8212,4.3020,6.6641,1.8225,4.3020,6.6836,1.8225,4.3020,6.9907,1.8225,4.3020
52011,7.3325,1.8212,4.3020,7.2397,1.8212,4.3020,7.2998,1.8212,4.3020,7.2586,1.8212,4.3020,7.3080,1.8212,4.3020,6.8091,1.8225,4.3020,6.9492,1.8181,4.3020,6.7213,1.8225,4.3020,6.6933,1.8225,4.3020,6.6916,1.8225,4.3020,7.2482,1.8212,4.3020,7.2559,1.8212,4.3020,7.2946,1.8212,4.3020,6.7504,1.8225,4.3020,6.7699,1.8225,4.3020,7.0770,1.8225,4.3020
52012,7.3336,1.8212,4.3020,7.2408,1.8212,4.3020,7.3009,1.8212,4.3020,7.2597,1.8212,4.3020,7.3091,1.8212,4.3020,6.9460,1.8225,4.3020,7.0860,1.8181,4.3020,6.8582,1.8225,4.3020,6.8303,1.8225,4.3020,6.8286,1.8225,4.3020,7.2492,1.8212,4.3020,7.2570,1.8212,4.3020,7.2957,1.8212,4.3020,6.8874,1.8225,4.3020,6.9069,1.8225,4.3020,7.2140,1.8225,4.3020
52013,7.3341,1.8212,4.3020,7.2413,1.8212,4.3020,7.3014,1.8212,4.3020,7.2602,1.8212,4.3020,7.3096,1.8212,4.3020,6.9382,1.8225,4.3020,7.0782,1.8181,4.3020,6.8504,1.8225,4.3020,6.8225,1.8225,4.3020,6.8208,1.8225,4.3020,7.2497,1.8212,4.3020,7.2575,1.8212,4.3020,7.2962,1.8212,4.3020,6.8796,1.8225,4.3020,6.8991,1.8225,4.3020,7.2062,1.8225,4.3020
52014,7.3223,1.8212,4.3020,7.2295,1.8212,4.3020,7.2896,1.8212,4.3020,7.2484,1.8212,4.3020,7.2978,1.8212,4.3020,6.9766,1.8225,4.3020,7.1185,1.8181,4.3020,6.8888,1.8225,4.3020,6.8608,1.8225,4.3020,6.8591,1.8225,4.3020,7.2379,1.8212,4.3020,7.2457,1.8212,4.3020,7.2844,1.8212,4.3020,6.9179,1.8225,4.3020,6.9374,1.8225,4.3020,7.2445,1.8225,4.3020
52015,7.3221,1.8212,4.3020,7.2294,1.8212,4.3020,7.2895,1.8212,4.3020,7.2482,1.8212,4.3020,7.2976,1.8212,4.3020,7.0060,1.8225,4.3020,7.1478,1.8181,4.3020,6.9181,1.8225,4.3020,6.8902,1.8225,4.3020,6.8885,1.8225,4.3020,7.2378,1.8212,4.3020,7.2455,1.8212,4.3020,7.2843,1.8212,4.3020,6.9473,1.8225,4.3020,6.9668,1.8225,4.3020,7.2739,1.8225,4.3020
52016,7.3232,1.8212,4.3020,7.2304,1.8212,4.3020,7.2905,1.8212,4.3020,7.2493,1.8212,4.3020,7.2987,1.8212,4.3020,7.0477,1.8225,4.3020,7.1895,1.8181,4.3020,6.9598,1.8225,4.3020,6.9319,1.8225,4.3020,6.9302,1.8225,4.3020,7.2388,1.8212,4.3020,7.2466,1.8212,4.3020,7.2853,1.8212,4.3020,6.9890,1.8225,4.3020,8.8751,1.8225,4.3020,7.3156,1.8225,4.3020
52017,7.3377,1.8212,4.3020,7.2450,1.8212,4.3020,7.3051,1.8212,4.3020,7.2638,1.8212,4.3020,7.3133,1.8212,4.3020,7.1452,1.8225,4.3020,7.2871,1.8181,4.3020,7.0574,1.8225,4.3020,7.0295,1.8225,4.3020,7.0278,1.8225,4.3020,7.2534,1.8212,4.3020,7.2611,1.8212,4.3020,7.2999,1.8212,4.3020,7.0866,1.8225,4.3020,14.8731,1.8225,4.3020,7.4132,1.8225,4.3020
52018,7.5484,1.8212,4.3020,7.4557,1.8212,4.3020,7.5158,1.8212,4.3020,7.4745,1.8212,4.3020,72.1298,1.8212,4.3020,7.3641,1.8225,4.3020,7.5060,1.8181,4.3020,7.2763,1.8225,4.3020,7.2483,1.8225,4.3020,7.2467,1.8225,4.3020,7.4641,1.8212,4.3020,7.4718,1.8212,4.3020,7.5106,1.8212,4.3020,7.3055,1.8225,4.3020,11.7326,1.8225,4.3020,7.6321,1.8225,4.3020
52019,8.0958,1.8212,4.3020,8.0030,1.8212,4.3020,17.3015,1.8212,4.3020,8.0218,1.8212,4.3020,50.1949,1.8212,4.3020,7.9236,1.8225,4.3020,8.0654,1.8181,4.3020,7.8357,1.8225,4.3020,7.8078,1.8225,4.3020,7.8061,1.8225,4.3020,8.0114,1.8212,4.3020,8.0192,1.8212,4.3020,8.0579,1.8212,4.3020,7.8649,1.8225,4.3020,7.8844,1.8225,4.3020,8.1915,1.8225,4.3020
52020,8.1092,1.8212,4.3020,8.0164,1.8212,4.3020,17.4325,1.8212,4.3020,8.0353,1.8212,4.3020,55.4500,1.8212,4.3020,8.7188,1.8225,4.3020,8.8573,1.8181,4.3020,8.6309,1.8225,4.3020,8.6030,1.8225,4.3020,8.6013,1.8225,4.3020,8.0249,1.8212,4.3020,8.0326,1.8212,4.3020,8.0714,1.8212,4.3020,8.6601,1.8225,4.3020,8.6796,1.8225,4.3020,8.9867,1.8225,4.3020
52021,8.0809,1.8212,4.3020,7.9882,1.8212,4.3020,15.1658,1.8212,4.3020,8.0070,1.8212,4.3020,39.7826,1.8212,4.3020,8.4759,1.8225,4.3020,8.6147,1.8181,4.3020,8.3881,1.8225,4.3020,8.3601,1.8225,4.3020,8.3585,1.8225,4.3020,7.9966,1.8212,4.3020,8.0043,1.8212,4.3020,8.0431,1.8212,4.3020,8.4173,1.8225,4.3020,8.4367,1.8225,4.3020,8.7439,1.8225,4.3020
52022,7.5139,1.8212,4.3020,7.4212,1.8212,4.3020,7.4813,1.8212,4.3020,7.4400,1.8212,4.3020,7.4895,1.8212,4.3020,7.6813,1.8225,4.3020,7.8166,1.8181,4.3020,7.5935,1.8225,4.3020,7.5655,1.8225,4.3020,7.5638,1.8225,4.3020,7.4296,1.8212,4.3020,7.4373,1.8212,4.3020,7.4761,1.8212,4.3020,7.6226,1.8225,4.3020,7.6421,1.8225,4.3020,7.9492,1.8225,4.3020
52023,7.2815,1.8212,4.3020,7.1888,1.8212,4.3020,7.2489,1.8212,4.3020,7.2076,1.8212,4.3020,7.2571,1.8212,4.3020,7.1328,1.8225,4.3020,7.2693,1.8181,4.3020,7.0449,1.8225,4.3020,7.0170,1.8225,4.3020,7.0153,1.8225,4.3020,7.1972,1.8212,4.3020,7.2049,1.8212,4.3020,7.2437,1.8212,4.3020,7.0741,1.8225,4.3020,7.0936,1.8225,4.3020,7.4007,1.8225,4.3020
52024,7.2799,1.8212,4.3020,7.1871,1.8212,4.3020,7.2472,1.8212,4.3020,7.2060,1.8212,4.3020,7.2554,1.8212,4.3020,7.0500,1.8225,4.3020,7.1867,1.8181,4.3020,6.9622,1.8225,4.3020,6.9343,1.8225,4.3020,6.9326,1.8225,4.3020,7.1955,1.8212,4.3020,7.2033,1.8212,4.3020,7.2420,1.8212,4.3020,6.9914,1.8225,4.3020,7.0109,1.8225,4.3020,7.3180,1.8225,4.3020
52101,7.1155,1.8212,4.3020,7.0227,1.8212,4.3020,7.0828,1.8212,4.3020,7.0416,1.8212,4.3020,7.0910,1.8212,4.3020,6.8807,1.8225,4.3020,7.0178,1.8181,4.3020,6.7929,1.8225,4.3020,6.7649,1.8225,4.3020,6.7632,1.8225,4.3020,7.0312,1.8212,4.3020,7.0389,1.8212,4.3020,7.0776,1.8212,4.3020,6.8221,1.8225,4.3020,6.8415,1.8225,4.3020,7.1487,1.8225,4.3020
52102,7.0937,1.8212,4.3020,7.0009,1.8212,4.3020,7.0610,1.8212,4.3020,7.0198,1.8212,4.3020,7.0692,1.8212,4.3020,6.8526,1.8225,4.3020,6.9897,1.8181,4.3020,6.7647,1.8225,4.3020,6.7368,1.8225,4.3020,6.7351,1.8225,4.3020,7.0093,1.8212,4.3020,7.0171,1.8212,4.3020,7.0558,1.8212,4.3020,6.7939,1.8225,4.3020,6.8134,1.8225,4.3020,7.1205,1.8225,4.3020
52103,7.0935,1.8212,4.3020,7.0008,1.8212,4.3020,7.0609,1.8212,4.3020,7.0196,1.8212,4.3020,7.0690,1.8212,4.3020,6.8468,1.8225,4.3020,6.9839,1.8181,4.3020,6.7590,1.8225,4.3020,6.7310,1.8225,4.3020,6.7294,1.8225,4.3020,7.0092,1.8212,4.3020,7.0169,1.8212,4.3020,7.0557,1.8212,4.3020,6.7882,1.8225,4.3020,6.8076,1.8225,4.3020,7.1148,1.8225,4.3020
52104,7.0934,1.8212,4.3020,7.0007,1.8212,4.3020,7.0608,1.8212,4.3020,7.0195,1.8212,4.3020,7.0690,1.8212,4.3020,6.8455,1.8225,4.3020,6.9826,1.8181,4.3020,6.7577,1.8225,4.3020,6.7297,1.8225,4.3020,6.7280,1.8225,4.3020,7.0091,1.8212,4.3020,7.0169,1.8212,4.3020,7.0556,1.8212,4.3020,6.7869,1.8225,4.3020,6.8063,1.8225,4.3020,7.1135,1.8225,4.3020
52105,7.0936,1.8212,4.3020,7.0008,1.8212,4.3020,7.0609,1.8212,4.3020,7.0197,1.8212,4.3020,7.0691,1.8212,4.3020,6.8475,1.8225,4.3020,6.9846,1.8181,4.3020,6.7597,1.8225,4.3020,6.7317,1.8225,4.3020,6.7301,1.8225,4.3020,7.0092,1.8212,4.3020,7.0170,1.8212,4.3020,7.0557,1.8212,4.3020,6.7889,1.8225,4.3020,6.8083,1.8225,4.3020,7.1155,1.8225,4.3020
52106,7.0937,1.8212,4.3020,7.0009,1.8212,4.3020,7.0610,1.8212,4.3020,7.0198,1.8212,4.3020,7.0692,1.8212,4.3020,6.8548,1.8225,4.3020,6.9919,1.8181,4.3020,6.7670,1.8225,4.3020,6.7390,1.8225,4.3020,6.7373,1.8225,4.3020,7.0093,1.8212,4.3020,7.0171,1.8212,4.3020,7.0558,1.8212,4.3020,6.7962,1.8225,4.3020,6.8156,1.8225,4.3020,7.1228,1.8225,4.3020
52107,7.0931,1.8212,4.3020,7.0003,1.8212,4.3020,7.0604,1.8212,4.3020,7.0192,1.8212,4.3020,7.0686,1.8212,4.3020,6.7881,1.8225,4.3020,6.9254,1.8181,4.3020,6.7003,1.8225,4.3020,6.6723,1.8225,4.3020,6.6706,1.8225,4.3020,7.0088,1.8212,4.3020,7.0165,1.8212,4.3020,7.0552,1.8212,4.3020,6.7294,1.8225,4.3020,6.7489,1.8225,4.3020,7.0560,1.8225,4.3020
52108,7.1410,1.8212,4.3020,7.0482,1.8212,4.3020,7.1083,1.8212,4.3020,7.0671,1.8212,4.3020,7.1165,1.8212,4.3020,6.4773,1.8225,4.3020,6.6178,1.8181,4.3020,6.3895,1.8225,4.3020,6.3615,1.8225,4.3020,6.3599,1.8225,4.3020,7.0566,1.8212,4.3020,7.0644,1.8212,4.3020,7.1031,1.8212,4.3020,6.4187,1.8225,4.3020,6.4381,1.8225,4.3020,6.7453,1.8225,4.3020
